song_title,artist,나이,성별,장르,분위기,인원수,상황
"DON'T KILL THE PARTY (feat. Shoreline Mafia, Quavo & Juicy J) (Explicit Ver.)",Disco Lines,20대 30대,남,발라드,애절한,듀엣,감성충전
DREAM,백현 (BAEKHYUN),20대 30대,남,발라드,애절한,혼자,감성충전
DREAM,수지 (Suzy)&백현 (BAEKHYUN),20대 30대,남,발라드,애절한,듀엣,감성충전
DRIP,BABYMONSTER,20대 30대,남,발라드,애절한,혼자,감성충전
DROP TOP,MEOVV (미야오),20대 30대,남,발라드,애절한,혼자,감성충전
DUET,Lilas,20대 30대,남,발라드,애절한,혼자,감성충전
DUVET (Explicit Ver.),SAILORR,20대 30대,남,발라드,애절한,혼자,감성충전
Daisy,16,20대 30대,남,발라드,애절한,혼자,감성충전
Daisy,Gogang (고갱),20대 30대,남,발라드,애절한,혼자,감성충전
Dali‚ Van‚ Picasso,빈지노 (Beenzino),10대 20대,남,힙합,신나는,혼자,분위기 띄우기
Damn Good Life,Chris James,20대 30대,남,발라드,애절한,혼자,감성충전
Dance The Pain Away,Haute,20대 30대,남,발라드,애절한,혼자,감성충전
Dance With Me,Tyga,20대 30대,남,발라드,애절한,듀엣,감성충전
Dancing Bird,The Poles (더 폴스),20대 30대,남,발라드,애절한,혼자,감성충전
Dancing With The Europeans,Suede,20대 30대,남,발라드,애절한,듀엣,감성충전
Dancing with the Devil,루피 (Loopy),20대 30대,남,발라드,애절한,듀엣,감성충전
Dangerously,Charlie Puth,20대 30대,남,발라드,애절한,혼자,감성충전
Dank,박재범,10대 20대,남,힙합,신나는,혼자,분위기 띄우기
"Darling, Stay With Me",Park Bench Club,20대 30대,여,발라드,애절한,듀엣,감성충전
Dash,PLAVE,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Date or Mate,미노이 (meenoi),20대 30대,남,발라드,애절한,혼자,감성충전
Day Day (Feat. 박재범) (Prod. by GRAY),BewhY (비와이),20대 30대,남,발라드,애절한,듀엣,감성충전
Dazed & Confused,Glen Check,20대 30대,남,발라드,애절한,혼자,감성충전
Dead End (Explicit Ver.),Snail Mail,20대 30대,남,발라드,애절한,혼자,감성충전
Dear youth,그래쓰 (GRASS),20대 30대,남,발라드,애절한,혼자,감성충전
Debris (Explicit Ver.),Labrinth,20대 30대,남,발라드,애절한,혼자,감성충전
December Dream,남규리,20대 30대,남,발라드,애절한,혼자,감성충전
Deny,lake tinn,20대 30대,남,발라드,애절한,혼자,감성충전
Deserve,Conrad Sewell,20대 30대,남,발라드,애절한,혼자,감성충전
Destiny (feat. 유주),베이빌론 (Babylon),20대 30대,남,발라드,애절한,듀엣,감성충전
Devil,SUPER JUNIOR (슈퍼주니어),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Die With A Smile,Bruno Mars,20대 30대,남,발라드,애절한,듀엣,감성충전
Dilemma,Nelly,20대 30대,남,락,신나는,그룹,분위기 띄우기
Ding!,정우,20대 30대,남,발라드,애절한,혼자,감성충전
Dirty Work,aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Discord,QWER,20대 30대,남,발라드,애절한,혼자,감성충전
Ditto,NewJeans,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Do I Wanna Know?,Dove Cameron,20대 30대,남,발라드,애절한,혼자,감성충전
Do It,Stray Kids (스트레이 키즈),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Do It For Love (Feat. 죠지),THAMA,20대 30대,남,발라드,달달,듀엣,데이트
Do or Die,임영웅,30대 40대 50대+,여,트로트,달달,혼자,감성충전
Doc와 춤을,DJ DOC,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Doing My Best (Explicit Ver.),The Alchemist,20대 30대,남,발라드,애절한,혼자,감성충전
Dolphin,오마이걸 (OH MY GIRL),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Don't Cha (Album Version),Pussycat Dolls,20대 30대,남,발라드,애절한,혼자,감성충전
Don't Cry,더 크로스,20대 30대,남,발라드,애절한,혼자,감성충전
Don't Feel Sad,Whiteusedsocks,20대 30대,남,발라드,애절한,혼자,감성충전
Don't Think I'm Not,Kandi,20대 30대,남,발라드,애절한,혼자,감성충전
"Don't You Worry 'Bout A Thing (From ""Sing"" Original Motion Picture Soundtrack)",Tori Kelly,20대 30대,남,발라드,애절한,혼자,감성충전
Don’t Do Too Much (Explicit Ver.),Cardi B,20대 30대,남,발라드,애절한,혼자,감성충전
Down,오존 (O3ohn),20대 30대,남,발라드,애절한,혼자,감성충전
Down (with 죠지),BOYCOLD,20대 30대,남,발라드,애절한,듀엣,감성충전
Downtown Baby,블루 (BLOO),20대 30대,남,발라드,애절한,혼자,감성충전
Drag,Yumi Zouma,20대 30대,남,발라드,애절한,혼자,감성충전
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],방탄소년단,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Dreamming,클릭비,20대 30대,남,발라드,애절한,혼자,감성충전
Dreams Come True,aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Drowning,WOODZ,20대 30대,남,발라드,애절한,혼자,감성충전
Drunk In LA,Beach House,20대 30대,남,발라드,애절한,혼자,감성충전
Dry Flower,김필,20대 30대,남,발라드,애절한,혼자,감성충전
Dry flower,LUMIN,20대 30대,남,발라드,애절한,혼자,감성충전
Dun Dun Dance,오마이걸 (OH MY GIRL),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Dynamite,방탄소년단,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Décalcomanie (데칼코마니),마마무 (Mamamoo),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
ELEVEN,IVE (아이브),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
"ELSE (Feat. MUL, AVINA)",JIUV,20대 30대,여,발라드,애절한,듀엣,감성충전
ENDLESS,플라워,20대 30대,남,락,신나는,혼자,분위기 띄우기
ERROR 405,정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
"Earth, Wind & Fire",BOYNEXTDOOR,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Easy Lover,정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
Echo,오월오일 ( 五月五日 ),20대 30대,남,발라드,애절한,혼자,감성충전
Echo (feat. 이츠),Naivesign (나이브사인),20대 30대,남,락,신나는,듀엣,분위기 띄우기
Either Way,IVE (아이브),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Emergency,Aanysa,20대 30대,남,발라드,애절한,혼자,감성충전
Emotion,Destiny's Child,20대 30대,남,발라드,애절한,혼자,감성충전
Emotion,유채영,20대 30대,남,발라드,애절한,혼자,감성충전
Endless,플라워,20대 30대,남,락,신나는,혼자,분위기 띄우기
Endless Shine,Tuesday Beach Club,20대 30대,남,발라드,애절한,혼자,감성충전
ErrTime (feat. Jeezy & Latto) (Explicit Ver.),Cardi B,20대 30대,남,발라드,애절한,듀엣,감성충전
Eternity,Gigi Perez,20대 30대,남,발라드,애절한,혼자,감성충전
Even if,헤이즈 (Heize),20대 30대,여,R&B,달달,혼자,데이트
Every Piece Of Me,아이사 (AISA),20대 30대,남,발라드,애절한,혼자,감성충전
Everybody,SHINee (샤이니),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Everyone’s A Star!,5 Seconds Of Summer,20대 30대,남,발라드,애절한,혼자,감성충전
Everything,엄지현,20대 30대,남,발라드,애절한,혼자,감성충전
Everything I Wanted,NewDad,20대 30대,남,발라드,애절한,혼자,감성충전
Everytime,펀치 (Punch),20대 30대,여,발라드,애절한,혼자,감성충전
Evolve,Teeklef,20대 30대,남,발라드,애절한,혼자,감성충전
Excuses For Love,MIKA,20대 30대,남,발라드,달달,혼자,데이트
Expensive (feat. Planet Giza) (Explicit Ver.),Kojey Radical,20대 30대,남,발라드,애절한,듀엣,감성충전
FADE OUT (Feat. SHIRT),Chan (찬),20대 30대,남,발라드,애절한,듀엣,감성충전
FADING HEART. (Explicit Ver.),YFN Lucci,20대 30대,남,발라드,애절한,혼자,감성충전
FAKE LOVE,방탄소년단,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
FAMOUS,ALLDAY PROJECT,20대 30대,남,발라드,애절한,혼자,감성충전
FANTASTIC BABY,BIGBANG (빅뱅),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
"FANTASY (PROD.GRAY, CRUSH)",정기고,20대 30대,남,발라드,애절한,혼자,감성충전
FBI (Feat. 맥대디 (Mckdaddy)),Park Gi Pyo (박기표),20대 30대,남,발라드,애절한,듀엣,감성충전
FDO (Explicit Ver.),Pooh Shiesty,20대 30대,남,발라드,애절한,혼자,감성충전
FEEL IT ON ME,Jessie J,10대 20대,여,댄스,신나는,혼자,분위기 띄우기
FEEL LOVE (Explicit Ver.),Swim,20대 30대,남,발라드,애절한,혼자,감성충전
"FEVER (Feat. 수퍼비, BIBI)",박진영,20대 30대,남,발라드,애절한,듀엣,감성충전
FIESTA,IZ*ONE (아이즈원),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
FLASH,X1 (엑스원),20대 30대,남,발라드,애절한,혼자,감성충전
FLYING,런치송 프로젝트,20대 30대,남,발라드,애절한,혼자,감성충전
FOCUS,Hearts2Hearts (하츠투하츠),20대 30대,남,발라드,애절한,혼자,감성충전
FOR GRANTED,Bryan Chase,20대 30대,남,발라드,애절한,혼자,감성충전
FOREVER,BABYMONSTER,20대 30대,남,발라드,애절한,혼자,감성충전
FOREVER 1,소녀시대 (GIRLS' GENERATION),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
FORMULA,ALPHA DRIVE ONE (알파드라이브원),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
FREAK ALARM,ALPHA DRIVE ONE (알파드라이브원),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
FRENCH TiPS,5an,20대 30대,남,발라드,애절한,혼자,감성충전
FRIEND THE END,볼빨간사춘기,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
FU & UF (Explicit Ver.),Skye Newman,20대 30대,남,발라드,애절한,혼자,감성충전
FYL (Feat. Golden),그루비룸 (GroovyRoom),20대 30대,남,발라드,애절한,듀엣,감성충전
Fabulous,Harry Demos,20대 30대,남,발라드,애절한,혼자,감성충전
FaceTime (feat. Don Toliver) (Explicit Ver.),Don Toliver,20대 30대,남,발라드,애절한,듀엣,감성충전
Facelift,Jutes,20대 30대,남,발라드,애절한,혼자,감성충전
Fadeaway,BOYNEXTDOOR,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Fallin' (feat. 일리닛),폴킴,20대 30대,남,발라드,애절한,듀엣,감성충전
Falling (Feat. Young K (DAY6)),WOODZ,20대 30대,남,발라드,애절한,듀엣,감성충전
Falling In Love,오예린밴드,20대 30대,여,발라드,달달,혼자,데이트
Falling for You (feat.Yves),blah,20대 30대,남,발라드,애절한,듀엣,감성충전
Fame,RIIZE,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Fan,에픽하이 (EPIK HIGH),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Far Away,Lacuna (라쿠나),20대 30대,남,발라드,애절한,혼자,감성충전
Fast Forward,전소미,20대 30대,여,발라드,애절한,혼자,감성충전
Feeling it All,Maiah Manser,20대 30대,남,발라드,애절한,혼자,감성충전
FiNE!,핫펠트 (HA:TFELT),20대 30대,남,발라드,애절한,혼자,감성충전
Fiction,비스트 (Beast),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Fine,소찬휘,20대 30대,여,발라드,애절한,혼자,감성충전
Fine,태연 (TAEYEON),20대 30대,여,발라드,애절한,혼자,감성충전
Firework,Katy Perry,20대 30대,남,발라드,애절한,혼자,감성충전
Flare,LUCY,20대 30대,남,락,신나는,그룹,분위기 띄우기
"Flaunt It (Feat. Sik-K, CAMO)",Bryan Chase,20대 30대,남,발라드,애절한,듀엣,감성충전
Florence Nightingale,The Vidos,20대 30대,남,발라드,애절한,혼자,감성충전
Flower,오반(OVAN),20대 30대,남,발라드,애절한,혼자,감성충전
Flower (with Gist),Marv,20대 30대,남,발라드,애절한,듀엣,감성충전
Fly Away,에일리(Ailee),20대 30대,여,발라드,애절한,혼자,고음어필
Fly High,서문탁,20대 30대,남,발라드,애절한,혼자,감성충전
Fly Up,RIIZE,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Folded (Remix) [feat. Brandy],Kehlani,20대 30대,남,발라드,애절한,듀엣,감성충전
Food For The Flames,Mamas Gun,20대 30대,남,발라드,애절한,혼자,감성충전
Fooled You Twice,Nic Hanson,20대 30대,남,발라드,애절한,혼자,감성충전
For What (feat. Cash Cobain) (Explicit Ver.),Cash Cobain,20대 30대,남,발라드,애절한,듀엣,감성충전
For You,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
For You (Feat. Crush),이하이,20대 30대,여,발라드,애절한,듀엣,감성충전
For the First Time,The  Sophs,20대 30대,남,발라드,애절한,혼자,감성충전
Forever (Prod. by GRAY),BewhY (비와이),20대 30대,남,발라드,애절한,혼자,감성충전
Forever Only,재현 (JAEHYUN),20대 30대,남,발라드,애절한,혼자,감성충전
Forever Young,BLACKPINK,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Forever and Ever,라키,20대 30대,남,발라드,애절한,혼자,감성충전
Fortunate,Maxwell,20대 30대,남,발라드,애절한,혼자,감성충전
Freak (feat. B.I),BM,20대 30대,남,발라드,애절한,듀엣,감성충전
Freakin’ Bad,Xdinary Heroes,20대 30대,남,발라드,애절한,혼자,감성충전
Fresh Air,LOGOS (로고스),20대 30대,남,발라드,애절한,혼자,감성충전
Friday Night,지오디 (god),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Funky like me (Feat. PEAK & PITCH),n.SSign(엔싸인),20대 30대,남,발라드,애절한,듀엣,감성충전
GAME BOY,구원찬,20대 30대,남,발라드,애절한,혼자,감성충전
GANADARA (Feat. 아이유),박재범,10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
GEEKD,YNG Martyr,20대 30대,남,발라드,애절한,혼자,감성충전
GETCHA! (prod. Tom Morello),Thomas Raggi,20대 30대,남,발라드,애절한,혼자,감성충전
GHOST TOWN,Red Leather,20대 30대,남,발라드,애절한,혼자,감성충전
"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)",코드 쿤스트 (CODE KUNST),20대 30대,남,발라드,애절한,듀엣,감성충전
GOLDSTAR (Explicit Ver.),The  Sophs,20대 30대,남,발라드,애절한,혼자,감성충전
GOOD STUFF (KARINA Solo),aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Gameshow,Johnny Stimson,20대 30대,남,발라드,애절한,혼자,감성충전
Gangsta Graduation (Explicit Ver.),Polo G,20대 30대,남,발라드,애절한,혼자,감성충전
Gasoline,Buck Meek,20대 30대,남,발라드,애절한,혼자,감성충전
Gee,소녀시대 (GIRLS' GENERATION),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Get A Guitar,RIIZE,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Get My Money Back,jisokuryClub,20대 30대,남,발라드,애절한,혼자,감성충전
Get Up (Main Version),Ciara,20대 30대,남,발라드,애절한,혼자,감성충전
Get Ya! (feat. pH-1),JUNNY (주니),20대 30대,남,발라드,애절한,듀엣,감성충전
Ghost,Stray Kids (스트레이 키즈),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Ghost Town,Benson Boone,20대 30대,여,발라드,애절한,혼자,감성충전
Gift (feat. Drake),베이빌론 (Babylon),20대 30대,남,발라드,애절한,듀엣,감성충전
Gimme! Gimme!,컨츄리 꼬꼬,20대 30대,남,발라드,애절한,혼자,감성충전
Girl on Fire,Alicia Keys,20대 30대,남,발라드,애절한,혼자,감성충전
Girlfriend,dori,20대 30대,남,발라드,애절한,혼자,감성충전
Girlfriend (Explicit Ver.),Avril Lavigne,20대 30대,남,발라드,애절한,혼자,감성충전
Girls Like Me (Explicit Ver.),제시 (Jessi),10대 20대,여,댄스,신나는,혼자,분위기 띄우기
Girls Never Die,tripleS (트리플에스),20대 30대,남,발라드,애절한,혼자,감성충전
Give Love,AKMU (악뮤),20대 30대,남/여,발라드,달달,그룹,데이트
Give Me Something (for Arknights Endfield),OneRepublic,20대 30대,남,발라드,애절한,혼자,감성충전
Gnarly,KATSEYE,20대 30대,남,발라드,애절한,혼자,감성충전
Go!,도겸,20대 30대,남,발라드,애절한,혼자,감성충전
God′s Plan (feat. Babylon),버벌진트 (Verbal Jint),10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
Golden Bridge,앤드오어 (ANDOR),20대 30대,남,발라드,애절한,혼자,감성충전
Gone (Explicit Ver.),HAIM,20대 30대,남,발라드,애절한,혼자,감성충전
Good Boy Gone Bad,투모로우바이투게더,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Good Goodbye,화사 (HWASA),20대 30대,여,발라드,애절한,혼자,감성충전
"Good Night (Sung by 주왕, 동현)",KickFlip(킥플립),20대 30대,남,발라드,애절한,혼자,감성충전
Good Thing,i-dle (아이들),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Good Time,Teeklef,20대 30대,남,발라드,애절한,혼자,감성충전
Goodbye,Biffy Clyro,20대 30대,남,발라드,애절한,혼자,감성충전
Goodbye,Spice Girls,20대 30대,남,발라드,애절한,혼자,감성충전
Goodbye,박효신,20대 30대,남,발라드,애절한,혼자,감성충전
Goodbye 20,림킴 (김예림),20대 30대,남,발라드,애절한,혼자,감성충전
